assay_chembl_id,compound_chembl_id,canonical_smiles,pchembl_value
CHEMBL907874,CHEMBL219677,Cc1cc2c(F)c(Oc3ncnc(N)c3/C=N/OCC3CCCCC3)ccc2[nH]1,6.38
CHEMBL907874,CHEMBL219886,CO/N=C/c1c(N)ncnc1Oc1ccc2cccnc2c1,5.80
CHEMBL907874,CHEMBL220444,Cc1cc2c(F)c(Oc3ncnc(N)c3/C=N/OCCCN(C)C)ccc2[nH]1,7.00
CHEMBL907874,CHEMBL223486,CO/N=C/c1c(N)ncnc1Oc1ccc2[nH]c(C)cc2c1,6.84
CHEMBL907874,CHEMBL373826,CCCCO/N=C/c1c(N)ncnc1Oc1ccc2[nH]c(C)cc2c1F,6.94
CHEMBL908504,CHEMBL218632,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)n1,8.52
CHEMBL908504,CHEMBL221484,Cc1ccc(C(=O)Nc2cc(CCCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncccc1-c1ccncn1,8.70
CHEMBL908504,CHEMBL385956,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1ncccc1-c1ccncn1,8.40
CHEMBL908504,CHEMBL220540,COc1cc(Nc2ncnc(-c3cccnc3Nc3cccc(C(=O)Nc4ccc(Oc5ccccc5)cc4)c3)n2)cc(OC)c1OC,7.42
CHEMBL908504,CHEMBL221121,Cc1ccc(C(=O)Nc2ccccc2)cc1Nc1ncccc1-c1ccncn1,6.36
CHEMBL908504,CHEMBL385178,O=C(Nc1ccc(Oc2ccccc2)cc1)c1cccnc1NCc1ccncc1,7.42
CHEMBL908504,CHEMBL278965,CNc1ncnc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)ccc2C)n1,5.40
CHEMBL908504,CHEMBL218576,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCCCC3)ccc2C)n1,6.34
CHEMBL908504,CHEMBL374997,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCCCC3)ccc2Cl)n1,6.17
CHEMBL908504,CHEMBL373882,CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1,5.11
CHEMBL908504,CHEMBL276395,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2N2CCCCC2)cc1Oc1ncccc1-c1ccncn1,5.89
CHEMBL908504,CHEMBL220549,COc1ccc(C(F)(F)F)cc1NC(=O)c1ccc(C)c(Oc2ncccc2-c2ccncn2)c1,7.00
CHEMBL908504,CHEMBL374259,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCCCC3)ccc2F)n1,5.70
CHEMBL908504,CHEMBL218431,CNc1nccc(-c2cc(C)cnc2Oc2cccc(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCCCC3)c2C)n1,5.58
CHEMBL908504,CHEMBL426211,CNc1ncnc(-c2cccnc2Oc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)n1,7.01
CHEMBL908504,CHEMBL222067,Cc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)cc1Nc1ncccc1-c1ccncn1,6.75
CHEMBL908504,CHEMBL219996,COc1ccc(C(F)(F)F)cc1NC(=O)c1ccc(C)c(Nc2ncccc2-c2ccncn2)c1,7.24
CHEMBL908504,CHEMBL218425,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Oc1ncccc1-c1ccncn1,7.23
CHEMBL908504,CHEMBL218646,CNc1nccc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1,7.34
CHEMBL908504,CHEMBL219158,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3N3CCOCC3)ccc2C)n1,6.51
CHEMBL908504,CHEMBL375447,Cc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)cc1Oc1ncccc1-c1ccncn1,6.15
CHEMBL908504,CHEMBL220550,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C4CCCCC4)ccc3OC)ccc2C)n1,7.16
CHEMBL920439,CHEMBL223572,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(CN4CCOCC4)c4[nH]nc(N)c34)cc2)c1,6.41
CHEMBL920439,CHEMBL374752,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(F)c4[nH]nc(N)c34)cc2)c1,8.30
CHEMBL920439,CHEMBL219999,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3c(N)nn4CCO)cc2)c1,6.22
CHEMBL920439,CHEMBL221574,CCN(CC)CCOn1nc(N)c2c(-c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)cccc21,7.13
CHEMBL920439,CHEMBL222974,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3cnn4C)cc2)c1,6.33
CHEMBL920439,CHEMBL373435,CC(=O)Nc1nn(C)c2cccc(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)c12,4.92
CHEMBL920439,CHEMBL223528,COCCOc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12,7.68
CHEMBL920439,CHEMBL373798,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,7.64
CHEMBL920439,CHEMBL375670,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,8.10
CHEMBL920439,CHEMBL222918,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3c(N(C)C)nn4C)cc2)c1,5.50
CHEMBL920439,CHEMBL223304,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(O)c4)cc3)c12,7.26
CHEMBL920439,CHEMBL222728,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c12,7.44
CHEMBL920439,CHEMBL376245,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(OCCN4CCCC4=O)c4[nH]nc(N)c34)cc2)c1,7.60
CHEMBL920439,CHEMBL223129,COCCOn1nc(N)c2c(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)cccc21,7.89
CHEMBL920439,CHEMBL222817,COCCOn1nc(N)c2c(-c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)cccc21,7.68
CHEMBL920439,CHEMBL222778,Nc1ccc(-c2cccc3[nH]nc(N)c23)cc1,5.32
CHEMBL920439,CHEMBL219722,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccccc4)cc3)c12,7.19
CHEMBL920439,CHEMBL438653,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(OCCN(C)C)c4[nH]nc(N)c34)cc2)c1,7.42
CHEMBL920439,CHEMBL223236,COCCn1nc(N)c2c(-c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)cccc21,5.51
CHEMBL920439,CHEMBL223237,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3c(N)nn4CCN3CCOCC3)cc2)c1,5.89
CHEMBL920439,CHEMBL223360,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,8.40
CHEMBL920439,CHEMBL219887,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(C)c4[nH]nc(N)c34)cc2)c1,8.52
CHEMBL920439,CHEMBL220057,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,8.52
CHEMBL920439,CHEMBL219774,CCN(CC)CCOc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12,7.46
CHEMBL920439,CHEMBL424943,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,8.00
CHEMBL920439,CHEMBL376077,Cc1ccccc1NC(=O)Nc1ccc(-c2cccc3[nH]nc(N)c23)cc1,7.06
CHEMBL920439,CHEMBL374044,Cc1cc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)ccc1F,8.40
CHEMBL920439,CHEMBL426004,Cc1ccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)cc1F,7.44
CHEMBL920439,CHEMBL223790,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(OCCN4CCCC4)c4[nH]nc(N)c34)cc2)c1,7.51
CHEMBL920439,CHEMBL376307,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccsc4)cc3)c12,7.82
CHEMBL920439,CHEMBL219727,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(Br)c4[nH]nc(N)c34)cc2)c1,8.00
CHEMBL920439,CHEMBL220317,Nc1n[nH]c2cccc(-c3ccc(NS(=O)(=O)c4ccccc4)cc3)c12,5.33
CHEMBL920439,CHEMBL220049,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccc(F)cc4)cc3)c12,7.17
CHEMBL920439,CHEMBL221053,CCc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,8.22
CHEMBL920439,CHEMBL387312,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3c(N)nn4C)cc2)c1,7.96
CHEMBL920439,CHEMBL219998,COc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12,7.58
CHEMBL920439,CHEMBL222315,Nc1n[nH]c2cccc(-c3ccc(NC(=O)C4CCCCC4)cc3)c12,7.07
CHEMBL920439,CHEMBL223361,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,7.05
CHEMBL920439,CHEMBL375284,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]ncc34)cc2)c1,7.75
CHEMBL920439,CHEMBL374330,Cc1ccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)cc1,7.92
CHEMBL920439,CHEMBL223478,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(OCCN4CCOCC4)c4[nH]nc(N)c34)cc2)c1,7.68
CHEMBL920439,CHEMBL426887,Nc1n[nH]c2cccc(-c3ccc(NC(=O)NC4CCCC4)cc3)c12,6.82
CHEMBL920439,CHEMBL223583,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccccc4F)cc3)c12,7.09
CHEMBL920439,CHEMBL373845,Cc1cccc(NC(=O)Nc2ccc(-c3ccc(CN4CCN(C)CC4)c4[nH]nc(N)c34)cc2)c1,5.92
CHEMBL907546,CHEMBL231153,Nc1ccc(-c2csc3ccnc(N)c23)cc1,5.31
CHEMBL907546,CHEMBL394619,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,8.05
CHEMBL907546,CHEMBL231511,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5ccccc5)cnc(N)c34)cc2)c1,7.89
CHEMBL907546,CHEMBL231356,Cc1cccc(NC(=O)N(C)c2ccc(-c3csc4ccnc(N)c34)cc2)c1,7.64
CHEMBL907546,CHEMBL231254,Nc1nccc2scc(-c3ccc(NC(=O)c4ccccc4)cc3)c12,4.92
CHEMBL907546,CHEMBL231209,Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,7.82
CHEMBL907546,CHEMBL394620,Cc1cccc(CC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,6.28
CHEMBL907546,CHEMBL231309,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,7.80
CHEMBL907546,CHEMBL398196,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5ccc(O)cc5)cnc(N)c34)cc2)c1,7.96
CHEMBL907546,CHEMBL231410,Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc5ccccc45)cc3)c12,7.12
CHEMBL907546,CHEMBL231612,CNC(=O)c1cccc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(C)c5)cc4)csc23)c1,7.96
CHEMBL907546,CHEMBL389524,Cc1cccc(NC(=O)Nc2ccc(-c3c(C)sc4ccnc(N)c34)cc2)c1,7.57
CHEMBL907546,CHEMBL231310,Nc1nccc2scc(-c3ccc(NC(=O)NC4CCCC4)cc3)c12,6.38
CHEMBL907546,CHEMBL231412,Nc1nccc2scc(-c3ccc(NC(=O)Nc4ccsc4)cc3)c12,7.42
CHEMBL907546,CHEMBL231255,Nc1nccc2scc(-c3ccc(NC(=O)Nc4ccccc4)cc3)c12,7.25
CHEMBL907546,CHEMBL231415,Nc1nccc2scc(-c3ccc(NC(=O)NC4CCCCC4)cc3)c12,6.31
CHEMBL907546,CHEMBL231128,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cncc6ccccc56)cnc(N)c34)cc2)c1,6.41
CHEMBL907546,CHEMBL396737,Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccs4)cc3)c12,7.52
CHEMBL907546,CHEMBL231456,Cc1ccc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)cc1,7.58
CHEMBL907546,CHEMBL394790,Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,7.66
CHEMBL907546,CHEMBL231109,CCc1cccc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,7.60
CHEMBL907546,CHEMBL231355,Cc1cccc(N(C)C(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,5.31
CHEMBL907546,CHEMBL231454,Cc1cccc(NC(=O)Nc2cccc(-c3csc4ccnc(N)c34)c2)c1,6.60
CHEMBL907546,CHEMBL268826,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5ccncc5)cnc(N)c34)cc2)c1,8.30
CHEMBL907546,CHEMBL231127,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cncnc5)cnc(N)c34)cc2)c1,8.10
CHEMBL907546,CHEMBL396494,N#Cc1cccc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,7.35
CHEMBL907546,CHEMBL231411,Nc1nccc2scc(-c3ccc(NC(=O)Nc4ccc5ccccc5c4)cc3)c12,7.68
CHEMBL907546,CHEMBL389299,Cc1cccc(NC(=S)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,6.39
CHEMBL907546,CHEMBL231308,Cc1ccc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)cc1C,8.00
CHEMBL907546,CHEMBL427267,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cccnc5)cnc(N)c34)cc2)c1,8.05
CHEMBL907546,CHEMBL231357,Cc1cccc(NC(=O)Cc2ccc(-c3csc4ccnc(N)c34)cc2)c1,7.03
CHEMBL907546,CHEMBL394789,Cc1ccccc1NC(=O)Nc1ccc(-c2csc3ccnc(N)c23)cc1,6.82
CHEMBL887535,CHEMBL127907,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,7.30
CHEMBL887535,CHEMBL230520,COc1cc2ncnc(Nc3ccc(C)cc3C)c2cc1OC,5.54
CHEMBL887535,CHEMBL77555,FC(F)(F)c1cc(Nc2nnc(Cc3ccncc3)c3ccccc23)ccc1Cl,6.52
CHEMBL887535,CHEMBL75034,COc1cc(Nc2nnc(Cc3ccncc3)c3ccccc23)ccc1Cl,6.85
CHEMBL887535,CHEMBL89363,Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O,7.70
CHEMBL887535,CHEMBL196020,Cc1cccc(NC(=O)N(C)c2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,7.26
CHEMBL887535,CHEMBL193256,CCOC(=O)c1cn2ncnc(Nc3ccc(Br)c(C(=O)NOC)c3)c2c1C(C)C,6.57
CHEMBL887535,CHEMBL396788,Cc1cccc2c1/C(=C\c1ccc[nH]1)C(=O)N2,4.51
CHEMBL887535,CHEMBL150825,COCCOc1cc2nncc(Nc3ccc(Cl)cc3F)c2cc1OC,5.96
CHEMBL887535,CHEMBL198267,Cc1ccc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)cc1,7.28
CHEMBL887535,CHEMBL150825,COCCOc1cc2nncc(Nc3ccc(Cl)cc3F)c2cc1OC,8.00
CHEMBL887535,CHEMBL150581,COc1cc2ncnc(Nc3ccccc3F)c2cc1OC,5.57
CHEMBL887535,CHEMBL231139,O=C(O)CCC1CCCc2[nH]c(/C=C3\C(=O)Nc4ccc(C(=O)O)cc43)cc21,8.40
CHEMBL887535,CHEMBL74143,Nc1ccc2c(Cc3ccncc3)nnc(Nc3ccc(Cl)cc3)c2c1,6.19
CHEMBL887535,CHEMBL382517,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(Cl)c2)cc1,7.46
CHEMBL887535,CHEMBL396219,COCCOc1cc2ncnc(Nc3cc(O)c(Cl)cc3F)c2cc1OCCOC,7.22
CHEMBL887535,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,7.75
CHEMBL887535,CHEMBL433321,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccncc23)cc1,5.85
CHEMBL887535,CHEMBL371329,Cc1cccc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,8.52
CHEMBL887535,CHEMBL150826,COCCOc1cc2nncc(Nc3cc(O)c(Cl)cc3F)c2cc1OC,8.40
CHEMBL887535,CHEMBL365178,CCOC(=O)c1cn2ncnc(Nc3cccc(C(=O)NOC)c3)c2c1C(C)C,6.89
CHEMBL887535,CHEMBL306284,Clc1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1,5.77
CHEMBL887535,CHEMBL196747,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(F)c2)cc1,7.27
CHEMBL887535,CHEMBL370325,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1,7.28
CHEMBL887535,CHEMBL537435,Cc1cccc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1.Cl,8.22
CHEMBL887535,CHEMBL230081,O=C(O)CCC1CCCc2[nH]c(/C=C3\C(=O)Nc4ccccc43)cc21,7.05
CHEMBL887535,CHEMBL364962,CCOC(=O)c1cn2ncnc(Oc3cccc(C(=O)NOC)c3)c2c1C(C)C,6.57
CHEMBL887535,CHEMBL286160,COCCOc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC,8.15
CHEMBL887535,CHEMBL366241,CCc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(C)c2)cc1,7.58
CHEMBL887535,CHEMBL276711,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,6.70
CHEMBL887535,CHEMBL231650,COCCOc1ccc2c(Nc3cc(O)c(Cl)cc3F)ncnc2c1,6.82
CHEMBL887535,CHEMBL382979,Nc1ncnc2scc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,8.52
CHEMBL887535,CHEMBL370545,COc1cc(-c2csc3ncnc(N)c23)ccc1NC(=O)Nc1cccc(C)c1,7.89
CHEMBL887535,CHEMBL410186,COc1ccc2c(c1)NC(=O)/C2=C\c1cc2c([nH]1)CCCC2CCC(=O)O,6.42
CHEMBL887535,CHEMBL193306,CONC(=O)c1cc(Nc2ncnn3cc(-c4ncc(C)o4)c(C(C)C)c23)c(F)cc1F,8.10
CHEMBL887535,CHEMBL197353,Cc1cccc(NC(=O)Nc2ccc(-c3c(CCO)sc4ncnc(N)c34)cc2)c1,7.72
CHEMBL887535,CHEMBL425749,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)c(F)c2)c1,7.96
CHEMBL887535,CHEMBL321359,Cn1cccc1/C=C1/C(=O)Nc2ccccc21,4.70
CHEMBL887535,CHEMBL230413,CCOC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)c(C)cc3C)c2c1C(C)C,7.89
CHEMBL887535,CHEMBL231649,O=C(O)CCC1CCCc2[nH]c(/C=C3\C(=O)Nc4ccc(Br)cc43)cc21,7.52
CHEMBL887535,CHEMBL370006,Cc1sc2ncnc(N)c2c1-c1ccc(N)cc1,5.34
CHEMBL887535,CHEMBL230414,O=C1Nc2ccccc2/C1=C\c1sccc1Br,4.81
CHEMBL887535,CHEMBL198297,Cc1cccc(NC(=O)Nc2ccc(-c3c(CCCO)sc4ncnc(N)c34)cc2)c1,7.82
CHEMBL887535,CHEMBL371510,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2F)c1,7.72
CHEMBL887535,CHEMBL75077,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ncccc23)cc1,6.62
CHEMBL887535,CHEMBL388936,Cc1cc2c(cc3c4c(cccc42)NC3=O)[nH]1,6.00
CHEMBL887535,CHEMBL306707,Cc1c(Cc2ccncc2)nnc(Nc2ccc(Cl)cc2)c1C,6.06
CHEMBL887535,CHEMBL365318,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C)o4)c(C(C)C)c23)c(F)cc1F,7.75
CHEMBL894745,CHEMBL243017,CC(C)(N)c1ccc(-c2nc(Nc3ccc(CCO)cc3)ncc2C#N)cc1,7.28
CHEMBL894745,CHEMBL389102,N#Cc1cnc(Nc2ccc(CCO)cc2)nc1-c1ccc2[nH]ccc2c1,7.05
CHEMBL894745,CHEMBL394577,CN1CCN(CCc2ccc(Nc3ncc(C#N)c(-c4ccc(C(C)(C)N)cc4)n3)cc2)CC1,7.68
CHEMBL894745,CHEMBL234489,N#Cc1cnc(Nc2ccc(CCO)cc2)nc1-c1nc2ccccc2s1,6.47
CHEMBL894745,CHEMBL387829,COc1cc(Nc2ncc(C#N)c(-c3ccccc3)n2)ccc1CN1CCCC1,7.04
CHEMBL894745,CHEMBL231800,CC(C)(N)c1ccc(-c2nc(Nc3ccc(CCN4CCOCC4)cc3)ncc2C#N)cc1,7.57
CHEMBL894745,CHEMBL234697,CC(C)(O)c1ccc(-c2nc(Nc3ccc(CCO)cc3)ncc2C#N)cc1,6.39
CHEMBL894745,CHEMBL233875,N#Cc1cnc(Nc2nc3ccccc3[nH]2)nc1-c1ccccc1,5.00
CHEMBL894745,CHEMBL233668,COc1cccc(Nc2ncc(C#N)c(-c3ccccc3)n2)c1,6.42
CHEMBL894745,CHEMBL233874,Cc1ccc(Nc2ncc(C#N)c(-c3ccccc3)n2)cc1,6.00
CHEMBL894745,CHEMBL233667,N#Cc1cnc(Nc2cccc(CN3CCOCC3)c2)nc1-c1ccccc1,6.44
CHEMBL894745,CHEMBL234065,COc1ccc(-c2nc(Nc3ccc(CCO)cc3)ncc2C#N)cc1,6.82
CHEMBL894745,CHEMBL390186,N#Cc1cnc(Nc2ccc(CCO)cc2)nc1-c1cc2ccccc2[nH]1,5.85
CHEMBL894745,CHEMBL279574,COc1ccc(Nc2ncc(C#N)c(-c3ccccc3)n2)cc1,6.31
CHEMBL894745,CHEMBL411829,N#Cc1cnc(Nc2ccccc2)nc1-c1ccccc1,6.00
CHEMBL894745,CHEMBL231801,CC(C)(N)c1ccc(-c2nc(Nc3cccc(CCN4CCOCC4)c3)ncc2C#N)cc1,7.26
CHEMBL894745,CHEMBL390467,N#Cc1cnc(Nc2ccc3ccccc3c2)nc1-c1ccccc1,5.68
CHEMBL894745,CHEMBL234944,CC(C)(N)c1ccc(-c2nc(Nc3ccc(OCCN4CCOCC4)cc3)ncc2C#N)cc1,6.35
CHEMBL894745,CHEMBL245174,N#Cc1cnc(Nc2ccc(CCO)cc2)nc1-c1cccs1,7.09
CHEMBL894745,CHEMBL389343,N#Cc1cnc(Nc2ccc(CCO)cc2)nc1-c1ccccc1,6.70
CHEMBL894745,CHEMBL234067,N#Cc1cnc(Nc2ccc(CCO)cc2)nc1-c1ccc(Br)cc1,6.75
CHEMBL894745,CHEMBL233456,N#Cc1cnc(Nc2ccc(CCC(=O)N3CCOCC3)cc2)nc1-c1ccccc1,6.75
CHEMBL894745,CHEMBL234699,CC(C)(C)c1nc(Nc2ccc(CCO)cc2)ncc1C#N,5.80
CHEMBL894745,CHEMBL231824,CCc1nccn1CCc1ccc(Nc2ncc(C#N)c(-c3ccc(C(C)(C)N)cc3)n2)cc1,7.03
CHEMBL894745,CHEMBL234275,N#Cc1cnc(Nc2ccc(CCO)cc2)nc1-c1ccc(S(N)(=O)=O)cc1,6.70
CHEMBL894745,CHEMBL233669,Cc1cc2cc(Nc3ncc(C#N)c(-c4ccccc4)n3)ccc2[nH]1,6.39
CHEMBL894745,CHEMBL233454,N#Cc1cnc(Nc2ccc(CN3CCCC3)cc2)nc1-c1ccccc1,7.21
CHEMBL894745,CHEMBL233455,N#Cc1cnc(Nc2ccc(CCN3CCCC3)cc2)nc1-c1ccccc1,6.96
CHEMBL929873,CHEMBL257794,CCO/N=C(/c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4)C(C)C,7.64
CHEMBL929873,CHEMBL403823,C/C(=N\OC(C)C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,7.51
CHEMBL929873,CHEMBL255283,CCn1c2ccc(/C(C)=N/OC)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,8.40
CHEMBL929873,CHEMBL429138,C/C(=N\OC(C)C)c1ccc2c(c1)c1c3c(c4c(c1n2C(C)C)CCc1nn(C)cc1-4)C(=O)NC3,7.96
CHEMBL929873,CHEMBL258000,C/C(=N\OC(C)C)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,8.52
CHEMBL929873,CHEMBL401860,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NC(=O)Nc3c(F)cccc3C(F)(F)F)cc2)cc1,8.52
CHEMBL929873,CHEMBL253969,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,7.96
CHEMBL929873,CHEMBL257787,CO/N=C/c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,7.75
CHEMBL929873,CHEMBL428433,CCO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,8.40
CHEMBL929873,CHEMBL255281,C/C(=N\OC(C)(C)C)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,7.51
CHEMBL929873,CHEMBL258014,CCCn1c2ccc(/C(C)=N/OC)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,9.00
CHEMBL929873,CHEMBL255282,CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2C)CCc1nn(C)cc1-4)C(=O)NC3,8.30
CHEMBL929873,CHEMBL404718,CCO/N=C(\C)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,8.70
CHEMBL929873,CHEMBL258015,CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,8.15
CHEMBL929873,CHEMBL258222,C/C(=N\OCC(C)C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,7.03
